,Peak Samples,Peak Times,Burst Width,Burst Amp,Onset Times,Offset Times,PBI,IBI,Frequency,Period,Peaks,filename,Condition,run_seed,$G_{NaP}$ str
13722,2853167,142.65835,1.0490902852204862,5.387627392481164,142.4083,143.4574,1.2693500000000029,2.318450000000013,0.42975632816193315,2.326899999999995,53.87627392481164,seed35-gnap05_con20_vars.pkl,Transient,35,0.5
13723,2899705,144.98525,1.055492280259449,5.384490627590928,144.72675,145.78225,1.2664499999999919,2.321949999999987,0.4304407713498649,2.3231999999999857,53.84490627590931,seed35-gnap05_con20_vars.pkl,Transient,35,0.5
13724,2946169,147.30845,1.0483962063484593,5.382285117715156,147.04875,148.09715,1.266149999999982,2.314549999999997,0.434008940584175,2.3041000000000054,53.82285117715158,seed35-gnap05_con20_vars.pkl,Transient,35,0.5
13725,2992251,149.61255,1.0553625750702573,5.374359617570406,149.3633,150.41865,1.2625500000000045,2.3179500000000246,0.4291385044523108,2.3302500000000066,53.743596175704056,seed35-gnap05_con20_vars.pkl,Transient,35,0.5
13726,3038856,151.9428,1.0497482753288934,5.379921220283883,151.68125,152.731,1.272500000000008,2.322249999999997,0.4342539517109623,2.3027999999999906,53.79921220283882,seed35-gnap05_con20_vars.pkl,$G_{NaP}$,35,0.5
13727,3084912,154.2456,1.0510179769745096,5.373893571902492,154.00345000000002,155.05450000000002,1.2512499999999989,2.3022499999999866,0.4312017593031742,2.31910000000002,53.73893571902494,seed35-gnap05_con20_vars.pkl,$G_{NaP}$,35,0.5
13728,3131294,156.56470000000002,1.0428228731124896,5.386312750606216,156.3057,157.34855000000002,1.274000000000001,2.3168000000000006,0.43142499676431617,2.3178999999999803,53.8631275060622,seed35-gnap05_con20_vars.pkl,$G_{NaP}$,35,0.5
13729,3177652,158.8826,1.061564916392183,5.37940114452595,158.62255000000002,159.6841,1.2686999999999955,2.330299999999994,0.42934117596548127,2.3291499999999985,53.79401144525953,seed35-gnap05_con20_vars.pkl,$G_{NaP}$,35,0.5
13730,3224235,161.21175,1.0605088314032416,5.384681889119143,160.9528,162.01335,1.2527999999999793,2.313299999999998,0.43176028668882926,2.316100000000006,53.84681889119145,seed35-gnap05_con20_vars.pkl,$G_{NaP}$,35,0.5
13731,3270557,163.52785,1.0498164529779928,5.385938327491338,163.26615,164.31595000000002,1.269900000000007,2.3197000000000116,0.4325914390154192,2.3116500000000144,53.85938327491342,seed35-gnap05_con20_vars.pkl,$G_{NaP}$,35,0.5
13732,3316790,165.83950000000002,1.0422649685813348,5.369606031172587,165.5858,166.62805,1.2718500000000006,2.3140999999999963,0.4310716441072531,2.3197999999999865,53.69606031172587,seed35-gnap05_con20_vars.pkl,$G_{NaP}$,35,0.5
13733,3363186,168.1593,1.0591348600818544,5.382247557334246,167.89995000000002,168.95905000000002,1.258449999999982,2.3175999999999988,0.43181621901718703,2.315799999999996,53.8224755733425,seed35-gnap05_con20_vars.pkl,$G_{NaP}$,35,0.5
13734,3409502,170.4751,1.0628913889243035,5.3863785504792645,170.21755000000002,171.28045,1.2630499999999927,2.325950000000006,0.42977479800584123,2.32680000000002,53.863785504792645,seed35-gnap05_con20_vars.pkl,$G_{NaP}$,35,0.5
13735,3456038,172.80190000000002,1.068634686678066,5.381361283701715,172.5435,173.61215,1.2437500000000057,2.3123999999999967,0.4326475869080832,2.3113500000000045,53.81361283701716,seed35-gnap05_con20_vars.pkl,$G_{NaP}$,35,0.5
13736,3502265,175.11325000000002,1.0443896246912192,5.376572354344873,174.85590000000002,175.90030000000002,1.2779500000000041,2.32235,0.43053343092091145,2.3226999999999975,53.76572354344871,seed35-gnap05_con20_vars.pkl,$G_{NaP}$,35,0.5
13737,3548719,177.43595000000002,1.0564612392337296,5.3798911229091,177.1782,178.23465000000002,1.258499999999998,2.3149500000000103,0.43127614611636234,2.3186999999999784,53.79891122909103,seed35-gnap05_con20_vars.pkl,$G_{NaP}$,35,0.5
13738,3595093,179.75465,0.566215682048956,5.388154387525439,179.49315,180.0594,3.0363000000000113,3.602499999999992,0.26636478657521384,3.7542500000000127,53.88154387525442,seed35-gnap05_con20_vars.pkl,$G_{NaP}$,35,0.5
13739,3670178,183.5089,0.9816639354328858,4.047181380103858,183.09565,184.07735,1.4292499999999961,2.410899999999998,0.41975360463407935,2.3823500000000024,40.47181380103857,seed35-gnap05_con20_vars.pkl,Transient,35,0.5
13740,3717825,185.89125,1.0237300558898832,4.423058043154988,185.50655,186.5303,1.4845000000000255,2.5082000000000164,0.4032745896681037,2.4797000000000082,44.230580431549924,seed35-gnap05_con20_vars.pkl,Transient,35,0.5
