,Peak Samples,Peak Times,Burst Width,Burst Amp,Onset Times,Offset Times,PBI,IBI,Frequency,Period,Peaks,run_seed
30,1715179,85.75895,0.9649184152252973,4.125633811372211,85.38925,86.35415,1.8759000000000015,2.8408000000000015,0.35109277626612745,2.8482500000000073,41.25633811372213,2
31,1772144,88.6072,0.9474380988638615,4.095301154188725,88.23010000000001,89.17755000000001,1.873199999999997,2.8206500000000005,0.35301385579383937,2.8327500000000043,40.953011541887285,2
32,1828799,91.43995000000001,0.9567957309552468,4.096409910370333,91.05075000000001,92.00755000000001,1.8823000000000008,2.839100000000002,0.35260930888575476,2.8359999999999985,40.96409910370332,2
33,1885519,94.27595000000001,0.9766103090136429,4.066172743600525,93.88985000000001,94.86645,1.8719500000000124,2.848550000000003,0.35026269702276835,2.8549999999999898,40.661727436005265,2
34,1942619,97.13095,0.9663516706957249,4.102571118896613,96.73835000000001,97.7047,1.8884000000000043,2.8547499999999957,0.3514938488576434,2.845000000000013,41.025711188966135,2
35,1999519,99.97595000000001,0.9562964910623735,4.030550560403277,99.59315000000001,100.54945000000001,1.888300000000001,2.8446,0.34823791614431143,2.8715999999999866,40.30550560403276,2
36,2056951,102.84755,0.9752857593380614,4.076288226075782,102.43775000000001,103.41300000000001,1.8791499999999957,2.85445,0.35247880721171576,2.837050000000005,40.76288226075781,2
37,2113692,105.6846,0.9581690601299052,3.9841625270433454,105.29215,106.25035000000001,1.8919499999999942,2.8500999999999976,0.350268831328044,2.8549500000000023,39.84162527043349,2
38,2170791,108.53955,0.9783072562039131,4.0073838547893885,108.14225,109.12055000000001,1.8821499999999958,2.86045,0.3475842891901292,2.8769999999999953,40.073838547893914,2
39,2228331,111.41655,0.9808362539971947,3.939403901384267,111.00275,111.98355000000001,1.8672499999999985,2.8481000000000023,0.3505205229766196,2.8529000000000053,39.3940390138427,2
40,2285389,114.26945,0.9763590465133777,3.9636679589515182,113.85085000000001,114.8272,1.8669000000000011,2.8432499999999976,0.351370344342937,2.8460000000000036,39.636679589515225,2
41,2342309,117.11545000000001,0.9762031441197498,3.908038607159277,116.69405,117.67025000000001,1.8894499999999965,2.8656500000000023,0.35116675153196475,2.8476500000000016,39.08038607159281,2
42,2399262,119.96310000000001,0.9589353518406163,3.9718512922778544,119.55975000000001,120.51865000000001,1.893349999999998,2.8522999999999996,0.34782608695652173,2.875,39.718512922778544,2
43,2456762,122.83810000000001,0.9626351447836031,3.9635627031385,122.41205000000001,123.37465,1.8776500000000027,2.840299999999999,0.35140738658326676,2.8456999999999937,39.635627031384985,2
44,2513676,125.6838,0.9731989023707575,3.9315816768290333,125.2523,126.22550000000001,1.8839499999999987,2.8571500000000043,0.3496809161639997,2.8597500000000053,39.31581676829031,2
45,2570871,128.54355,0.9800154528087471,3.8551547480537423,128.1095,129.08950000000002,1.8862999999999772,2.866349999999983,0.34835922803595115,2.870599999999996,38.551547480537444,2
